Date,OrderID,StoreID,StoreName,Region,City,Channel,CustomerID,ProductID,ProductName,Category,SubCategory,Quantity,UnitPrice,Discount,GrossSales,NetSales,COGS,Profit,Currency,PromoFlag
2024-01-01,O-36ccc792-627e-4d22-b3fc-c548261c5bea,15,Store 15,EMEA,Dubai,Online,C-100298,100118,Phones Model 118,Technology,Phones,2,291.26,0.05,582.53,553.4,421.51,131.9,USD,False
2024-01-01,O-3be1da76-4abb-4798-969a-f4a3c87db677,5,Store 5,EMEA,Berlin,Retail,C-100303,100047,Phones Model 47,Technology,Phones,3,631.02,0.05,1893.05,1798.4,1292.26,506.14,USD,False
2024-01-01,O-47f84f78-c03d-4b83-ace4-2ad603df4681,1,Store 1,EMEA,Cairo,Retail,C-100568,100127,Phones Model 127,Technology,Phones,1,875.49,0.1,875.49,787.94,619.19,168.76,USD,False
2024-01-01,O-628fe5d3-1724-48e6-ab23-72d9dd66e624,10,Store 10,Americas,New York,Retail,C-100195,100036,Phones Model 36,Technology,Phones,4,262.47,0.15,1049.86,892.38,558.59,333.79,USD,True
2024-01-01,O-62c35503-84d6-4fc5-ae5c-2a8e0f3a5b37,15,Store 15,EMEA,Dubai,Online,C-101081,100149,Phones Model 149,Technology,Phones,4,684.69,0.1,2738.76,2464.89,1705.74,759.15,USD,False
2024-01-01,O-6848dea7-a826-4858-980c-250717788f82,9,Store 9,APAC,Sydney,Online,C-101064,100070,Phones Model 70,Technology,Phones,3,1201.64,0.0,3604.93,3604.93,2471.15,1133.78,USD,False
2024-01-01,O-6a451ec9-b720-4f6f-887a-07727d7c1092,7,Store 7,APAC,Tokyo,Retail,C-100020,100155,Phones Model 155,Technology,Phones,1,534.15,0.15,534.15,454.03,277.24,176.78,USD,True
2024-01-01,O-6c9d9f0a-27b8-4661-a777-3ee2874af246,7,Store 7,APAC,Tokyo,Online,C-100681,100084,Phones Model 84,Technology,Phones,3,192.2,0.0,576.61,576.61,453.33,123.28,USD,False
2024-01-01,O-7ee67ccd-1843-4751-bdcf-366af5f6eef9,1,Store 1,EMEA,Cairo,Online,C-100789,100004,Phones Model 4,Technology,Phones,1,458.48,0.0,458.48,458.48,314.22,144.26,USD,False
2024-01-01,O-912516b4-e12c-4b4d-a5f6-0ad85bd980d8,4,Store 4,EMEA,Riyadh,Online,C-100404,100015,Phones Model 15,Technology,Phones,1,995.47,0.0,995.47,995.47,601.6,393.87,USD,False
2024-01-01,O-95758c81-a9a7-4d74-8499-50b64899fe1a,8,Store 8,APAC,Shanghai,Retail,C-100924,100140,Phones Model 140,Technology,Phones,4,969.55,0.0,3878.2,3878.2,2601.67,1276.53,USD,False
2024-01-01,O-96c09286-6bdf-41b3-994c-3e5474d29e10,6,Store 6,APAC,Mumbai,Retail,C-101026,100044,Phones Model 44,Technology,Phones,1,180.11,0.1,180.11,162.1,115.13,46.97,USD,False
2024-01-01,O-a9393b95-ed39-4b9b-85dc-010aa13ab93d,16,Store 16,Americas,Sao Paulo,Online,C-101004,100110,Phones Model 110,Technology,Phones,3,102.95,0.0,308.86,308.86,195.25,113.61,USD,False
2024-01-01,O-aa231fd6-2052-4c8b-b26a-40bf38402cc0,12,Store 12,Americas,Toronto,Online,C-100589,100071,Phones Model 71,Technology,Phones,2,852.31,0.0,1704.61,1704.61,1155.74,548.87,USD,False
2024-01-01,O-ab9097ac-f943-49b6-9248-fc3f811393e3,5,Store 5,EMEA,Berlin,Retail,C-100374,100078,Phones Model 78,Technology,Phones,2,883.11,0.0,1766.22,1766.22,1394.11,372.1,USD,False
2024-01-01,O-ad73ef04-e91e-4d15-acc1-bd36a6adf675,12,Store 12,Americas,Toronto,Retail,C-100039,100075,Phones Model 75,Technology,Phones,4,950.09,0.0,3800.38,3800.38,2814.27,986.11,USD,False
2024-01-01,O-adb06dbc-cf8b-4b95-8dcb-daa2eb737c55,11,Store 11,Americas,Chicago,Retail,C-100309,100053,Phones Model 53,Technology,Phones,1,921.69,0.3,921.69,645.18,403.32,241.86,USD,True
2024-01-01,O-bc747051-2711-4b28-94df-869067d2063c,14,Store 14,APAC,Sydney,Online,C-100449,100157,Phones Model 157,Technology,Phones,1,143.79,0.0,143.79,143.79,91.1,52.69,USD,False
2024-01-01,O-bd335b36-1227-4f11-9b2f-555ed3d38e30,6,Store 6,APAC,Mumbai,Retail,C-100981,100120,Phones Model 120,Technology,Phones,2,250.25,0.0,500.5,500.5,376.77,123.74,USD,False
2024-01-01,O-c265b63b-672a-4874-8e12-789fbefea1dc,10,Store 10,Americas,New York,Online,C-100062,100160,Phones Model 160,Technology,Phones,4,1155.21,0.0,4620.84,4620.84,3367.78,1253.05,USD,False
2024-01-01,O-c93baf0d-8f36-45a3-899b-fbb1f863b9be,11,Store 11,Americas,Chicago,Online,C-101140,100092,Phones Model 92,Technology,Phones,1,899.48,0.0,899.48,899.48,577.05,322.43,USD,False
2024-01-01,O-cc405291-6d61-4431-8739-d50d1e5bb11b,11,Store 11,Americas,Chicago,Online,C-100718,100115,Phones Model 115,Technology,Phones,4,125.91,0.1,503.63,453.26,318.3,134.96,USD,False
2024-01-01,O-cc405291-6d61-4431-8739-d50d1e5bb11b,11,Store 11,Americas,Chicago,Online,C-100718,100075,Phones Model 75,Technology,Phones,4,1011.92,0.2,4047.66,3238.13,2138.82,1099.31,USD,True
2024-01-01,O-d5d5b114-b7b2-4cb3-ad5b-4a0e235784d0,11,Store 11,Americas,Chicago,Retail,C-100641,100152,Phones Model 152,Technology,Phones,2,1096.56,0.05,2193.13,2083.47,1439.41,644.06,USD,False
2024-01-01,O-de4af0d5-bbc9-4e28-aaed-42ba24d9f2a5,13,Store 13,Americas,Sao Paulo,Online,C-100357,100056,Phones Model 56,Technology,Phones,3,1312.45,0.0,3937.35,3937.35,2689.82,1247.52,USD,False
2024-01-01,O-e2318221-b50f-497c-8c74-621c83b2de45,4,Store 4,EMEA,Riyadh,Retail,C-100724,100135,Phones Model 135,Technology,Phones,1,239.61,0.0,239.61,239.61,147.41,92.2,USD,False
2024-01-01,O-e53aa82e-f07a-405d-a415-dfae287bfda5,8,Store 8,APAC,Shanghai,Online,C-100467,100048,Phones Model 48,Technology,Phones,1,432.44,0.0,432.44,432.44,286.61,145.83,USD,False
2024-01-01,O-e53aa82e-f07a-405d-a415-dfae287bfda5,8,Store 8,APAC,Shanghai,Online,C-100467,100147,Phones Model 147,Technology,Phones,4,785.3,0.1,3141.18,2827.07,2033.79,793.28,USD,False
2024-01-01,O-e55dd0cd-76bd-44e5-a1de-4c1b4c965a1d,11,Store 11,Americas,Chicago,Retail,C-100503,100155,Phones Model 155,Technology,Phones,2,460.36,0.1,920.73,828.65,551.09,277.57,USD,False
2024-01-01,O-f4932d12-543d-4480-a39d-40e5f6256a4a,9,Store 9,APAC,Sydney,Retail,C-100890,100086,Phones Model 86,Technology,Phones,4,239.77,0.0,959.06,959.06,646.71,312.36,USD,False
2024-01-01,O-f582c2fd-46b4-4ef9-8123-f596a1ea6808,12,Store 12,Americas,Toronto,Online,C-101094,100128,Phones Model 128,Technology,Phones,2,1350.08,0.1,2700.15,2430.14,1501.99,928.14,USD,False
2024-01-01,O-fa4b1173-572e-4a38-899d-8d16c6f99b70,10,Store 10,Americas,New York,Retail,C-101170,100159,Phones Model 159,Technology,Phones,2,1300.58,0.05,2601.16,2471.1,1608.18,862.92,USD,False
2024-01-01,O-faf9c1b3-34c4-41f2-b106-5937102feef1,5,Store 5,EMEA,Berlin,Retail,C-100317,100041,Phones Model 41,Technology,Phones,3,761.82,0.0,2285.47,2285.47,1615.12,670.35,USD,False
2024-01-01,O-fc244124-2435-48ce-9a5f-b775559d96bb,3,Store 3,EMEA,Dubai,Retail,C-100386,100109,Phones Model 109,Technology,Phones,4,599.31,0.05,2397.23,2277.37,1659.29,618.08,USD,False
2024-01-02,O-0a3ceee8-0b31-437c-890e-89a54c485717,14,Store 14,APAC,Sydney,Online,C-101031,100145,Phones Model 145,Technology,Phones,1,487.82,0.1,487.82,439.04,343.06,95.98,USD,False
2024-01-02,O-13238616-7410-40da-8de6-c1158ac62318,11,Store 11,Americas,Chicago,Retail,C-100973,100031,Phones Model 31,Technology,Phones,1,521.53,0.05,521.53,495.45,363.92,131.53,USD,False
2024-01-02,O-19859798-9d14-4f0a-9a65-7279ab98d14e,11,Store 11,Americas,Chicago,Online,C-100376,100154,Phones Model 154,Technology,Phones,2,345.57,0.0,691.14,691.14,478.43,212.7,USD,False
2024-01-02,O-19859798-9d14-4f0a-9a65-7279ab98d14e,11,Store 11,Americas,Chicago,Online,C-100376,100109,Phones Model 109,Technology,Phones,1,682.63,0.2,682.63,546.1,334.97,211.13,USD,True
2024-01-02,O-2adf4c90-c462-469b-b80d-14042bf4f0ea,6,Store 6,APAC,Mumbai,Online,C-101185,100008,Phones Model 8,Technology,Phones,1,1149.51,0.0,1149.51,1149.51,709.25,440.26,USD,False
2024-01-02,O-3af7e620-9d78-4066-b8e6-03716684cc43,4,Store 4,EMEA,Riyadh,Retail,C-100598,100019,Phones Model 19,Technology,Phones,1,907.72,0.1,907.72,816.95,647.21,169.74,USD,False
2024-01-02,O-3e1b56eb-d7cb-46e3-ab84-8f97808dc8e7,8,Store 8,APAC,Shanghai,Retail,C-100982,100067,Phones Model 67,Technology,Phones,2,1250.93,0.2,2501.87,2001.49,1266.59,734.91,USD,True
2024-01-02,O-4a27c37b-6449-4448-bc9c-d91d66c1f13a,13,Store 13,Americas,Sao Paulo,Retail,C-101170,100023,Phones Model 23,Technology,Phones,1,252.68,0.15,252.68,214.78,141.44,73.34,USD,True
2024-01-02,O-57fa653d-b43c-420f-9543-e5b089cc838a,8,Store 8,APAC,Shanghai,Retail,C-100801,100142,Phones Model 142,Technology,Phones,2,231.17,0.0,462.35,462.35,315.32,147.03,USD,False
2024-01-02,O-57fa653d-b43c-420f-9543-e5b089cc838a,8,Store 8,APAC,Shanghai,Retail,C-100801,100067,Phones Model 67,Technology,Phones,2,1051.54,0.0,2103.07,2103.07,1355.35,747.72,USD,False
2024-01-02,O-659f8969-7131-49f1-9126-f9178883479d,11,Store 11,Americas,Chicago,Retail,C-100980,100077,Phones Model 77,Technology,Phones,3,778.85,0.0,2336.55,2336.55,1539.54,797.02,USD,False
2024-01-02,O-728e3392-d2df-4271-b6b5-61e3dc97dd43,10,Store 10,Americas,New York,Retail,C-100729,100148,Phones Model 148,Technology,Phones,1,1074.0,0.0,1074.0,1074.0,734.5,339.5,USD,False
2024-01-02,O-73ece8ec-7714-45cd-a1ba-95fc4d01d7f0,5,Store 5,EMEA,Berlin,Retail,C-100678,100138,Phones Model 138,Technology,Phones,1,476.27,0.0,476.27,476.27,377.4,98.87,USD,False
2024-01-02,O-74d5f779-c273-43b3-83a7-95dbdadb93cd,11,Store 11,Americas,Chicago,Online,C-100587,100035,Phones Model 35,Technology,Phones,2,1332.08,0.1,2664.16,2397.75,1908.48,489.26,USD,False
2024-01-02,O-7d0056eb-2a8c-4f82-9af2-d38849675744,2,Store 2,EMEA,Alexandria,Retail,C-100828,100125,Phones Model 125,Technology,Phones,2,953.89,0.0,1907.79,1907.79,1292.97,614.82,USD,False
2024-01-02,O-8ae47030-6771-496a-983c-9b09f61a996c,6,Store 6,APAC,Mumbai,Retail,C-100003,100088,Phones Model 88,Technology,Phones,2,603.2,0.0,1206.41,1206.41,855.54,350.87,USD,False
2024-01-02,O-8b44a8a6-d23f-4c9c-98fc-13a5211be3a0,4,Store 4,EMEA,Riyadh,Retail,C-100608,100083,Phones Model 83,Technology,Phones,4,241.5,0.05,965.99,917.69,727.11,190.58,USD,False
2024-01-02,O-8b44a8a6-d23f-4c9c-98fc-13a5211be3a0,4,Store 4,EMEA,Riyadh,Retail,C-100608,100096,Phones Model 96,Technology,Phones,1,292.34,0.0,292.34,292.34,205.11,87.23,USD,False
2024-01-02,O-8f66ca58-9b6f-475a-a3d3-f2ee148c26be,6,Store 6,APAC,Mumbai,Online,C-100131,100104,Phones Model 104,Technology,Phones,2,1330.22,0.1,2660.44,2394.4,1502.33,892.07,USD,False
2024-01-02,O-93e13fe1-62b9-4f72-b0fc-55319665a17b,8,Store 8,APAC,Shanghai,Online,C-100079,100149,Phones Model 149,Technology,Phones,1,597.67,0.05,597.67,567.79,412.73,155.05,USD,False
2024-01-02,O-9401d3e4-d7d8-47b8-b723-8c5516125a2e,6,Store 6,APAC,Mumbai,Retail,C-100912,100122,Phones Model 122,Technology,Phones,3,839.53,0.05,2518.58,2392.65,1606.47,786.18,USD,False
2024-01-02,O-98001dc5-bd63-488f-b1d3-24828c9bb892,1,Store 1,EMEA,Cairo,Retail,C-100177,100055,Phones Model 55,Technology,Phones,1,249.7,0.0,249.7,249.7,151.89,97.81,USD,False
2024-01-02,O-ad39695f-5e09-4d35-b197-258be1cbfd6f,9,Store 9,APAC,Sydney,Retail,C-100663,100137,Phones Model 137,Technology,Phones,1,674.86,0.0,674.86,674.86,445.28,229.58,USD,False
2024-01-02,O-bb18732c-6029-47bc-9301-ed9636785c40,9,Store 9,APAC,Sydney,Retail,C-100679,100054,Phones Model 54,Technology,Phones,1,756.01,0.1,756.01,680.41,492.95,187.45,USD,False
2024-01-02,O-c5529ada-6d9f-45c5-9cc1-dc5c77221ac3,10,Store 10,Americas,New York,Retail,C-100473,100032,Phones Model 32,Technology,Phones,1,588.08,0.0,588.08,588.08,376.06,212.02,USD,False
2024-01-02,O-cc25192f-89ef-42fa-8275-3229daa51524,6,Store 6,APAC,Mumbai,Retail,C-100678,100106,Phones Model 106,Technology,Phones,1,818.68,0.0,818.68,818.68,625.5,193.18,USD,False
2024-01-02,O-cdb4a0a5-2fde-4c38-80b6-eccdc26b8ed1,8,Store 8,APAC,Shanghai,Retail,C-100380,100142,Phones Model 142,Technology,Phones,2,171.82,0.0,343.64,343.64,253.87,89.77,USD,False
2024-01-02,O-de63a435-352c-49b2-afde-96bc6b71ae38,3,Store 3,EMEA,Dubai,Retail,C-100662,100039,Phones Model 39,Technology,Phones,3,845.94,0.1,2537.81,2284.03,1627.35,656.69,USD,False
2024-01-02,O-de63a435-352c-49b2-afde-96bc6b71ae38,3,Store 3,EMEA,Dubai,Retail,C-100662,100090,Phones Model 90,Technology,Phones,1,127.14,0.1,127.14,114.42,90.55,23.88,USD,False
2024-01-02,O-de63a435-352c-49b2-afde-96bc6b71ae38,3,Store 3,EMEA,Dubai,Retail,C-100662,100153,Phones Model 153,Technology,Phones,4,1092.37,0.3,4369.48,3058.64,2315.74,742.9,USD,True
2024-01-02,O-dfd2c768-389a-4007-b9d7-28ff85142553,7,Store 7,APAC,Tokyo,Retail,C-100462,100110,Phones Model 110,Technology,Phones,2,137.82,0.0,275.64,275.64,194.13,81.51,USD,False
2024-01-02,O-e421cddc-be25-4a71-bd2d-853f8a8fb79b,3,Store 3,EMEA,Dubai,Retail,C-100352,100004,Phones Model 4,Technology,Phones,3,367.15,0.05,1101.45,1046.38,754.69,291.69,USD,False
2024-01-02,O-e54d7404-5d59-401a-ad38-a4c1481e9ef5,5,Store 5,EMEA,Berlin,Online,C-101146,100081,Phones Model 81,Technology,Phones,4,909.66,0.05,3638.64,3456.71,2460.58,996.13,USD,False
2024-01-02,O-f20d2315-c84a-423c-87ca-f399ab35433a,3,Store 3,EMEA,Dubai,Online,C-100555,100139,Phones Model 139,Technology,Phones,3,919.82,0.1,2759.46,2483.51,1621.37,862.14,USD,True
2024-01-03,O-0921db0b-a1d6-430f-9626-c0f2f881efdb,13,Store 13,Americas,Sao Paulo,Retail,C-100809,100039,Phones Model 39,Technology,Phones,3,985.37,0.0,2956.12,2956.12,1981.94,974.18,USD,False
2024-01-03,O-0f352ab4-d965-4847-ba8b-7abe36fe7247,16,Store 16,Americas,Sao Paulo,Retail,C-100201,100050,Phones Model 50,Technology,Phones,1,918.11,0.3,918.11,642.68,419.07,223.61,USD,True
2024-01-03,O-10b3d040-6d99-40e9-ba8d-c51361274ed8,8,Store 8,APAC,Shanghai,Online,C-100128,100084,Phones Model 84,Technology,Phones,2,239.99,0.1,479.99,431.99,342.51,89.48,USD,False
2024-01-03,O-14dce5b1-d64e-4b55-91c7-fac32c7a0eb3,13,Store 13,Americas,Sao Paulo,Retail,C-100481,100071,Phones Model 71,Technology,Phones,4,769.38,0.0,3077.51,3077.51,2209.84,867.67,USD,False
2024-01-03,O-175b6fc9-186c-4f7e-b4dd-203f63e3f536,14,Store 14,APAC,Sydney,Online,C-100649,100151,Phones Model 151,Technology,Phones,3,646.51,0.2,1939.54,1551.63,1082.64,468.99,USD,True
2024-01-03,O-1a9e3892-0d55-45c0-a412-2c348f98c8da,12,Store 12,Americas,Toronto,Retail,C-100894,100003,Phones Model 3,Technology,Phones,1,1403.92,0.0,1403.92,1403.92,857.89,546.03,USD,False
2024-01-03,O-2e2c95c3-c955-4050-9eef-b24ffd9cada3,2,Store 2,EMEA,Alexandria,Online,C-100455,100017,Phones Model 17,Technology,Phones,2,196.31,0.0,392.61,392.61,246.94,145.68,USD,False
2024-01-03,O-3839cd8d-5a28-4016-b105-011b3a44056d,13,Store 13,Americas,Sao Paulo,Retail,C-101020,100081,Phones Model 81,Technology,Phones,3,1037.78,0.0,3113.34,3113.34,2217.64,895.7,USD,False
2024-01-03,O-4da7f541-15be-419f-8fa2-13db45717c70,4,Store 4,EMEA,Riyadh,Online,C-100527,100069,Phones Model 69,Technology,Phones,4,294.84,0.0,1179.35,1179.35,779.92,399.43,USD,False
2024-01-03,O-4f524db9-7f10-44cd-9950-6c5b3afa101a,11,Store 11,Americas,Chicago,Online,C-100726,100124,Phones Model 124,Technology,Phones,1,1216.93,0.0,1216.93,1216.93,917.62,299.31,USD,False
2024-01-03,O-5100640d-686c-4453-81b5-3e3cef60f89a,12,Store 12,Americas,Toronto,Retail,C-100100,100093,Phones Model 93,Technology,Phones,4,451.17,0.15,1804.66,1533.96,1092.91,441.06,USD,True
2024-01-03,O-52650ce9-69d0-4ab1-a443-e6d366487a92,15,Store 15,EMEA,Dubai,Retail,C-100798,100104,Phones Model 104,Technology,Phones,4,1201.99,0.0,4807.97,4807.97,3582.29,1225.68,USD,False
2024-01-03,O-59b50671-4d66-416e-9324-6cad0f4393fa,3,Store 3,EMEA,Dubai,Online,C-100018,100105,Phones Model 105,Technology,Phones,4,806.58,0.15,3226.34,2742.39,2015.49,726.9,USD,True
2024-01-03,O-59b50671-4d66-416e-9324-6cad0f4393fa,3,Store 3,EMEA,Dubai,Online,C-100018,100057,Phones Model 57,Technology,Phones,1,660.98,0.0,660.98,660.98,443.8,217.18,USD,False
2024-01-03,O-5a33608a-4537-4b16-bba7-5695ff251887,2,Store 2,EMEA,Alexandria,Retail,C-100320,100147,Phones Model 147,Technology,Phones,3,705.97,0.0,2117.91,2117.91,1543.51,574.4,USD,False
2024-01-03,O-5aa7f0f4-ff6d-44f9-a329-9e4b78770088,11,Store 11,Americas,Chicago,Retail,C-100862,100115,Phones Model 115,Technology,Phones,2,154.96,0.0,309.91,309.91,224.74,85.17,USD,False
2024-01-03,O-5dbd8426-5bab-48f2-910d-76f16d1a4da9,11,Store 11,Americas,Chicago,Retail,C-100024,100066,Phones Model 66,Technology,Phones,2,496.23,0.1,992.46,893.22,710.41,182.81,USD,False
2024-01-03,O-62d1bc36-ecc3-45e3-aed0-e341982f9fe3,13,Store 13,Americas,Sao Paulo,Retail,C-100661,100056,Phones Model 56,Technology,Phones,4,1400.65,0.05,5602.59,5322.46,3289.88,2032.57,USD,False
2024-01-03,O-6a7377f1-308c-4573-bf28-ec8493468df1,2,Store 2,EMEA,Alexandria,Retail,C-100585,100129,Phones Model 129,Technology,Phones,3,636.0,0.0,1907.99,1907.99,1252.72,655.28,USD,False
2024-01-03,O-6ae96a38-7779-487c-9069-863c7d09ecbc,6,Store 6,APAC,Mumbai,Retail,C-101194,100126,Phones Model 126,Technology,Phones,4,228.96,0.0,915.85,915.85,605.07,310.78,USD,False
2024-01-03,O-6d8fd959-28a8-4344-901b-71c826c34e7c,11,Store 11,Americas,Chicago,Online,C-100147,100073,Phones Model 73,Technology,Phones,2,554.44,0.0,1108.87,1108.87,798.0,310.87,USD,False
2024-01-03,O-6d8fd959-28a8-4344-901b-71c826c34e7c,11,Store 11,Americas,Chicago,Online,C-100147,100003,Phones Model 3,Technology,Phones,3,1073.52,0.0,3220.55,3220.55,2100.15,1120.41,USD,False
2024-01-03,O-71c2f2ee-4c42-410a-a166-253b07e379f7,12,Store 12,Americas,Toronto,Retail,C-100276,100040,Phones Model 40,Technology,Phones,1,1290.39,0.0,1290.39,1290.39,821.44,468.96,USD,False
2024-01-03,O-829d864e-8da0-4e79-9a97-d17733dda5fd,16,Store 16,Americas,Sao Paulo,Retail,C-101085,100154,Phones Model 154,Technology,Phones,1,363.22,0.1,363.22,326.9,246.13,80.77,USD,False
2024-01-03,O-9473619c-b1ec-4e6f-92e7-2852542382ce,15,Store 15,EMEA,Dubai,Retail,C-100285,100035,Phones Model 35,Technology,Phones,2,1344.54,0.05,2689.08,2554.62,1643.2,911.42,USD,False
2024-01-03,O-97f784b7-15de-43f4-ae99-ff5cf61beb52,6,Store 6,APAC,Mumbai,Online,C-100856,100020,Phones Model 20,Technology,Phones,1,674.82,0.1,674.82,607.34,426.59,180.74,USD,False
2024-01-03,O-9c183f83-add7-4878-96ba-6710d6033678,6,Store 6,APAC,Mumbai,Retail,C-100204,100080,Phones Model 80,Technology,Phones,1,780.59,0.05,780.59,741.56,490.9,250.66,USD,False
2024-01-03,O-9eb358fd-280b-4c05-826d-11e3872dfa92,1,Store 1,EMEA,Cairo,Retail,C-100101,100125,Phones Model 125,Technology,Phones,4,1268.81,0.0,5075.22,5075.22,3835.27,1239.95,USD,False
2024-01-03,O-a62162ae-fffa-41fd-b664-84dcfa4f817a,5,Store 5,EMEA,Berlin,Retail,C-100859,100159,Phones Model 159,Technology,Phones,3,1259.16,0.0,3777.47,3777.47,2710.45,1067.01,USD,False
2024-01-03,O-a904dc23-acdb-46ff-a962-e55b63f40b9b,13,Store 13,Americas,Sao Paulo,Online,C-101045,100040,Phones Model 40,Technology,Phones,3,1204.57,0.0,3613.7,3613.7,2294.07,1319.63,USD,False
2024-01-03,O-ba0288fa-91d5-4427-9b1b-4892cffab14e,1,Store 1,EMEA,Cairo,Retail,C-100086,100087,Phones Model 87,Technology,Phones,2,694.89,0.2,1389.79,1111.83,878.55,233.28,USD,True
2024-01-03,O-c23932f5-86f3-448b-9184-408d76598985,2,Store 2,EMEA,Alexandria,Retail,C-100425,100107,Phones Model 107,Technology,Phones,4,978.5,0.0,3914.0,3914.0,2731.15,1182.85,USD,False
2024-01-03,O-c347f329-a2c0-4ac6-8f68-6cbb903e773e,15,Store 15,EMEA,Dubai,Retail,C-100454,100130,Phones Model 130,Technology,Phones,3,1143.27,0.0,3429.82,3429.82,2580.21,849.61,USD,False
2024-01-03,O-c971587f-a7d2-4d4d-b3a6-7f899195bbc0,5,Store 5,EMEA,Berlin,Retail,C-101188,100031,Phones Model 31,Technology,Phones,4,524.72,0.0,2098.87,2098.87,1569.12,529.75,USD,True
2024-01-03,O-c97f0455-8036-4578-b4f5-d39528170994,12,Store 12,Americas,Toronto,Retail,C-100432,100132,Phones Model 132,Technology,Phones,2,732.23,0.15,1464.46,1244.79,852.01,392.79,USD,True
2024-01-03,O-c98b421f-3206-4faf-acb1-3cbc9a99f95f,11,Store 11,Americas,Chicago,Retail,C-100143,100102,Phones Model 102,Technology,Phones,1,911.54,0.0,911.54,911.54,632.25,279.29,USD,False
2024-01-03,O-ccc3d666-b893-4e78-87f0-299c8c16b9fe,15,Store 15,EMEA,Dubai,Retail,C-100580,100042,Phones Model 42,Technology,Phones,2,227.21,0.2,454.43,363.54,229.06,134.48,USD,True
2024-01-03,O-cdc5fb74-1885-4100-9968-3ab33da7b0a6,14,Store 14,APAC,Sydney,Retail,C-100174,100112,Phones Model 112,Technology,Phones,3,833.68,0.1,2501.05,2250.95,1406.11,844.84,USD,False
2024-01-03,O-e0949fc6-f86f-4b40-83a6-b04b4134874d,10,Store 10,Americas,New York,Online,C-100030,100021,Phones Model 21,Technology,Phones,4,719.67,0.2,2878.7,2302.96,1440.43,862.53,USD,True
2024-01-03,O-e27a5965-f2d0-45fe-a9fb-c31fbc97f4df,11,Store 11,Americas,Chicago,Retail,C-100862,100138,Phones Model 138,Technology,Phones,1,420.09,0.0,420.09,420.09,335.59,84.5,USD,False
2024-01-03,O-e34608ed-3773-4abe-94e8-927b9053d907,3,Store 3,EMEA,Dubai,Retail,C-100534,100014,Phones Model 14,Technology,Phones,1,398.03,0.05,398.03,378.12,268.02,110.1,USD,False
2024-01-03,O-ebb74904-745f-4717-87e5-69973e5b87c6,9,Store 9,APAC,Sydney,Online,C-100527,100040,Phones Model 40,Technology,Phones,4,1113.77,0.0,4455.07,4455.07,2972.67,1482.4,USD,False
2024-01-03,O-edc0eff3-897c-4f12-a662-56b8fa481115,5,Store 5,EMEA,Berlin,Retail,C-100890,100009,Phones Model 9,Technology,Phones,1,216.86,0.05,216.86,206.01,149.15,56.86,USD,False
2024-01-03,O-efb1855d-bebf-43b8-a0cc-e2b5585ed1b8,4,Store 4,EMEA,Riyadh,Retail,C-100170,100103,Phones Model 103,Technology,Phones,2,367.98,0.0,735.95,735.95,565.51,170.44,USD,False
